ts_utc,entity,value,unit,source,dataset_id,metric_name,is_derived,derived_from,fingerprint
1993-12-31T00:00:00Z,FIN_STRESS,-0.3803,INDEX,fred,risk_financial_stress_fred,stress_index,False,,4f079cc1f6db7483
1994-01-07T00:00:00Z,FIN_STRESS,-0.4937,INDEX,fred,risk_financial_stress_fred,stress_index,False,,b69b265ae1a625f8
1994-01-14T00:00:00Z,FIN_STRESS,-0.2024,INDEX,fred,risk_financial_stress_fred,stress_index,False,,bfcce95d0dcfb4cb
1994-01-21T00:00:00Z,FIN_STRESS,-0.469,INDEX,fred,risk_financial_stress_fred,stress_index,False,,c3da985c8cb3b05d
1994-01-28T00:00:00Z,FIN_STRESS,-0.3126,INDEX,fred,risk_financial_stress_fred,stress_index,False,,29a8f4e2930cc7d8
1994-02-04T00:00:00Z,FIN_STRESS,-0.6827,INDEX,fred,risk_financial_stress_fred,stress_index,False,,b402403ef4f0d286
1994-02-11T00:00:00Z,FIN_STRESS,-0.4483,INDEX,fred,risk_financial_stress_fred,stress_index,False,,8575dfd72d837d45
1994-02-18T00:00:00Z,FIN_STRESS,-0.4302,INDEX,fred,risk_financial_stress_fred,stress_index,False,,b4efc5ab6c8a2da8
1994-02-25T00:00:00Z,FIN_STRESS,-0.3991,INDEX,fred,risk_financial_stress_fred,stress_index,False,,32eefd26f129d167
1994-03-04T00:00:00Z,FIN_STRESS,-0.326,INDEX,fred,risk_financial_stress_fred,stress_index,False,,b092ad1f1365aa27
1994-03-11T00:00:00Z,FIN_STRESS,-0.3225,INDEX,fred,risk_financial_stress_fred,stress_index,False,,47f147cce11a1e8f
1994-03-18T00:00:00Z,FIN_STRESS,-0.2348,INDEX,fred,risk_financial_stress_fred,stress_index,False,,640fed6488bb6353
1994-03-25T00:00:00Z,FIN_STRESS,-0.2961,INDEX,fred,risk_financial_stress_fred,stress_index,False,,6a47cac784dea004
1994-04-01T00:00:00Z,FIN_STRESS,-0.1801,INDEX,fred,risk_financial_stress_fred,stress_index,False,,a2e96a3f5fa69845
1994-04-08T00:00:00Z,FIN_STRESS,-0.1741,INDEX,fred,risk_financial_stress_fred,stress_index,False,,7b5345f01bc6ea3c
1994-04-15T00:00:00Z,FIN_STRESS,-0.0637,INDEX,fred,risk_financial_stress_fred,stress_index,False,,eddac06c6351e503
1994-04-22T00:00:00Z,FIN_STRESS,-0.2264,INDEX,fred,risk_financial_stress_fred,stress_index,False,,f5a0babbf209ba46
1994-04-29T00:00:00Z,FIN_STRESS,-0.1438,INDEX,fred,risk_financial_stress_fred,stress_index,False,,5a8eaf9615ac5fd5
1994-05-06T00:00:00Z,FIN_STRESS,-0.4596,INDEX,fred,risk_financial_stress_fred,stress_index,False,,2256a45367f19296
1994-05-13T00:00:00Z,FIN_STRESS,-0.133,INDEX,fred,risk_financial_stress_fred,stress_index,False,,03fc72c78f6ab4a4
1994-05-20T00:00:00Z,FIN_STRESS,-0.0411,INDEX,fred,risk_financial_stress_fred,stress_index,False,,f3086924860a873e
1994-05-27T00:00:00Z,FIN_STRESS,-0.2457,INDEX,fred,risk_financial_stress_fred,stress_index,False,,5a38f7101ef02fd2
1994-06-03T00:00:00Z,FIN_STRESS,-0.0679,INDEX,fred,risk_financial_stress_fred,stress_index,False,,33cdf4447c9aa3f6
1994-06-10T00:00:00Z,FIN_STRESS,0.0227,INDEX,fred,risk_financial_stress_fred,stress_index,False,,4f9f0245de5b5f5f
1994-06-17T00:00:00Z,FIN_STRESS,-0.2361,INDEX,fred,risk_financial_stress_fred,stress_index,False,,09a7a645a3cd5a39
1994-06-24T00:00:00Z,FIN_STRESS,-0.1353,INDEX,fred,risk_financial_stress_fred,stress_index,False,,b458040cc1defc8d
1994-07-01T00:00:00Z,FIN_STRESS,-0.1132,INDEX,fred,risk_financial_stress_fred,stress_index,False,,fc079414dbbf8099
1994-07-08T00:00:00Z,FIN_STRESS,0.025,INDEX,fred,risk_financial_stress_fred,stress_index,False,,9d8fb92c37450a59
1994-07-15T00:00:00Z,FIN_STRESS,-0.0919,INDEX,fred,risk_financial_stress_fred,stress_index,False,,ccaea459f08b9dd7
